,name,rating,reviews,type,hq,old,employees
9469,Ecolab Digital Center,3.5,75,Bengaluru/Bangalore +2 more,,,501-1k Employees
9470,Juspay Technologies,3.9,75,Startup,Bengaluru/Bangalore +5 more,12 years old,51-200 Employees
9471,Wealth Clinic,3.5,75,12 years old,,Noida +3 more,501-1k Employees (Global)
9472,Digikredit Finance,4.0,75,10 years old,,Mumbai +16 more,51-200 Employees
9473,IFL Housing Finance,4.1,75,New Delhi +26 more,,,51-200 Employees
9474,BuyMore,4.1,75,,,,
9475,LatentBridge,4.5,75,6 years old,,London +5 more,51-200 Employees
9476,AchieveX Solutions,4.6,75,Startup,Kolkata,7 years old,51-200 Employees
9477,Mylab Discovery Solutions,3.1,75,Startup,Pune +13 more,8 years old,51-200 Employees
9478,Flyweis Technology,4.3,75,New Delhi +2 more,,,51-200 Employees
9479,Dezire Research,4.4,75,8 years old,,Indore +1 more,51-200 Employees
9480,Cynoteck Technology Solutions,4.6,75,16 years old,,Dehradun,51-200 Employees
9481,Web Spiders,2.4,75,24 years old,,New York +5 more,51-200 Employees
9482,Prabhudas Lilladher,2.9,75,30 years old,,Mumbai +15 more,201-500 Employees
9483,Teamglobal Logistics,3.8,75,19 years old,,Mumbai +13 more,201-500 Employees
9484,Ssnr Projects.pvt.ltd,3.8,75,12 years old,,Visakhapatnam/Vizag +12 more,51-200 Employees
9485,Grecian Super Specialty Hospital,2.6,75,18 years old,,Mohali +3 more,11-50 Employees
9486,ERD Technologies,3.6,75,27 years old,,Noida +4 more,501-1k Employees
9487,Sitics Logistic Solutions,3.1,75,17 years old,,Palakkad +25 more,5k-10k Employees (Global)
9488,Concept Pharmaceuticals,3.0,75,40 years old,,Mumbai +14 more,11-50 Employees
9489,Kich Architectural Products,3.8,75,21 years old,,Rajkot +19 more,51-200 Employees
9490,ALEC,4.3,75,25 years old,,Dubai +9 more,10k-50k Employees
9491,Anvil Cables,3.9,75,15 years old,,Kolkata +14 more,201-500 Employees
9492,Onegene,3.2,75,,,,Chennai +3 more
9493,Lotus Surgicals,4.2,75,19 years old,,Mumbai +17 more,201-500 Employees
9494,Sher-I-Kashmir Institute of Medical Sciences,4.6,75,Public,Srinagar +4 more,47 years old,201-500 Employees
9495,Cambridge International School,4.3,75,11 years old,,Nawanshahr +22 more,1k-5k Employees
9496,Al Muzain,4.0,75,28 years old,,Al Jubail +7 more,1k-5k Employees
9497,DRA Homes,4.6,75,Chennai +2 more,,,51-200 Employees
9498,Avadh Utopia,4.4,75,Public,Surat +5 more,11 years old,501-1k Employees (Global)
9499,Microsoft Global Service Center,3.4,75,,,,Hyderabad/Secunderabad +7 more
9500,JPM Group,3.5,75,,,,Gurgaon/Gurugram +10 more
9501,Anand Engineering Products,3.5,75,48 years old,,Tiruchirappalli +5 more,201-500 Employees
9502,IFL Housing Finance,4.1,75,New Delhi +26 more,,,51-200 Employees
9503,Growisto,4.5,75,8 years old,,Mumbai +2 more,51-200 Employees
9504,WWF-India,3.7,74,55 years old,,Delhi/NCR +10 more,51-200 Employees
9505,Konkan Railway Corporation,3.9,74,Central,Navi Mumbai +15 more,53 years old,5k-10k Employees (Global)
9506,Central Warehousing Corporation,4.1,74,67 years old,,New Delhi +26 more,1k-5k Employees (Global)
9507,BYD Electronics,3.1,74,Forbes Global 2000,Shenzhen +5 more,29 years old,51-200 Employees
9508,NMC Healthcare,3.5,74,50 years old,,Abu Dhabi +11 more,10k-50k Employees
9509,Schenck Rotec,4.5,74,29 years old,,Darmstadt +8 more,51-200 Employees
9510,Aquapharm Chemicals,4.1,74,39 years old,,Pune +3 more,201-500 Employees
9511,Piano Presitel,2.9,74,46 years old,,Thane +2 more,501-1k Employees
9512,Ayushman Hospital & Health Services,3.7,74,16 years old,,New Delhi +10 more,51-200 Employees
9513,S.H. Kelkar & Co.,4.3,74,16 years old,,Mumbai +8 more,1k-5k Employees
9514,GMC Nagpur,4.0,74,Nagpur +18 more,,,77 years old
9515,Maruti Service Masters,4.0,74,Public,New Delhi +13 more,25 years old,201-500 Employees
9516,Phoenix Mecano,4.1,74,49 years old,,Stein am Rhein +7 more,201-500 Employees
9517,Sanjay Gandhi Postgraduate Institute of Medical Sciences,4.1,74,Lucknow +8 more,,,41 years old
9518,Admiral Solutions,4.1,74,16 years old,,Sydney +2 more,201-500 Employees
9519,Balaji Telefilms,3.3,74,Public,Mumbai +9 more,30 years old,201-500 Employees
9520,McGraw-Hill Education,3.7,74,5 years old,,New York +12 more,201-500 Employees
9521,Kroll,3.5,74,20 years old,,New York +3 more,1k-5k Employees
9522,RFCL,3.4,74,9 years old,,Delhi +5 more,201-500 Employees
9523,Indian Agricultural Research Institute,4.3,74,119 years old,,New Delhi +8 more,51-200 Employees
9524,Spi Cinemas,4.7,74,33 years old,,Chennai +10 more,201-500 Employees
9525,Demech Chemical Products,4.6,74,Pune +8 more,,,51-200 Employees
9526,OPK e Services,3.4,74,Gurgaon +4 more,,,18 years old
9527,Oriental Rubber Industries,3.6,74,75 years old,,Pune +3 more,201-500 Employees
9528,Fair Exports,3.7,74,34 years old,,Ghaziabad +14 more,51-200 Employees
9529,Mahindra Powerol,4.1,74,Public,Mumbai +28 more,23 years old,51-200 Employees
9530,Hicool Electronic Industries,4.1,74,36 years old,,Navi Mumbai +5 more,501-1k Employees
9531,we-do-IT,4.2,74,29 years old,,Melbourne +1 more,201-500 Employees
9532,Virchow Laboratories,3.9,74,43 years old,,Hyderabad +6 more,201-500 Employees
9533,Optimus Global Services,4.1,74,Public,Chennai +5 more,22 years old,51-200 Employees
9534,Sparkline Equipments,4.1,74,34 years old,,Pune +8 more,51-200 Employees
9535,New Horizon College of Engineering,3.5,74,23 years old,,Bangalore/Bengaluru +2 more,201-500 Employees
9536,Elcomponics Sales,2.7,74,36 years old,,Noida +5 more,501-1k Employees
9537,Delhi Integrated Multi Modal Transit System,3.8,74,17 years old,,Delhi/NCR +10 more,201-500 Employees
9538,Seshasayee Paper & Boards,4.0,74,64 years old,,Chennai +5 more,1k-5k Employees
9539,MG Automotives,3.8,74,44 years old,,Zahirabad +17 more,501-1k Employees
9540,ekincare,3.2,74,Startup,Hyderabad +5 more,10 years old,201-500 Employees
9541,Kyocera Document Solutions India,3.4,74,90 years old,,Osaka +17 more,201-500 Employees
9542,Sri Sri Ravishankar Vidya Mandir,3.6,74,25 years old,,Bangalore/Bengaluru +17 more,201-500 Employees
9543,DP Chocolates,4.0,74,17 years old,,Hyderabad +6 more,51-200 Employees
9544,Flint Group,3.6,74,19 years old,,Luxembourg +9 more,51-200 Employees
9545,Crest Premedia Solutions,3.8,74,18 years old,,Pune +2 more,1k-5k Employees
9546,Hicool Electronic Industries,4.1,74,36 years old,,Navi Mumbai +5 more,501-1k Employees
9547,Seinumero Nirman,3.3,74,32 years old,,Pune,201-500 Employees
9548,Fair Exports,3.7,74,34 years old,,Ghaziabad +14 more,51-200 Employees
9549,Oriental Rubber Industries,3.6,74,75 years old,,Pune +3 more,201-500 Employees
9550,Pragmasys Consulting LLP,3.6,74,14 years old,,Pune +5 more,51-200 Employees
9551,Mahindra Powerol,4.1,74,Public,Mumbai +28 more,23 years old,51-200 Employees
9552,SI Group,4.7,74,118 years old,,Schenectady +12 more,1k-5k Employees
9553,Spi Cinemas,4.7,74,33 years old,,Chennai +10 more,201-500 Employees
9554,Techved Consulting,3.1,74,17 years old,,Mumbai +5 more,11-50 Employees
9555,McGraw-Hill Education,3.7,74,5 years old,,New York +12 more,201-500 Employees
9556,Kroll,3.5,74,20 years old,,New York +3 more,1k-5k Employees
9557,Difacto Robotics and Automation,3.7,74,17 years old,,Bangalore +3 more,201-500 Employees
9558,Hi Tech Projects,4.3,74,28 years old,,Ahmedabad +3 more,201-500 Employees
9559,Healthcare Informatics,3.4,74,18 years old,,Vadodara/Baroda +7 more,201-500 Employees
9560,Kyocera Document Solutions India,3.4,74,90 years old,,Osaka +17 more,201-500 Employees
9561,Artefact Projects,2.1,74,2024 years old,,Nagpur +13 more,1-10 Employees
9562,Aquapharm Chemicals,4.1,74,39 years old,,Pune +3 more,201-500 Employees
9563,Jaya Shree Textiles,3.5,74,75 years old,,Hooghly +6 more,51-200 Employees
9564,Lexmark International,3.9,74,33 years old,,Lexington +3 more,201-500 Employees
9565,Techved Consulting,3.1,74,17 years old,,Mumbai +5 more,11-50 Employees
9566,MSR IT Solution,3.8,74,21 years old,,Kolkata +4 more,51-200 Employees
9567,Contentra Technologies,2.2,74,20 years old,,New Delhi +2 more,501-1k Employees (Global)
9568,Balaji Telefilms,3.3,74,Public,Mumbai +9 more,30 years old,201-500 Employees
9569,Shyama Power India,3.9,74,Public,Gurugram +9 more,45 years old,1k-5k Employees
9570,Sanofi Pasteur,4.2,74,Paris +18 more,,,20 years old
9571,Aruba Networks,4.2,74,22 years old,,Santa Clara +2 more,501-1k Employees
9572,IMImobile,3.8,74,24 years old,,London +3 more,501-1k Employees
9573,NTT DATA FA Insurance Systems,3.9,74,43 years old,,Singapore +6 more,201-500 Employees
9574,The Hackett Group,3.3,74,27 years old,,Miami +2 more,201-500 Employees
9575,Mediaocean,4.4,74,57 years old,,New York,201-500 Employees
9576,Cambridge University Press,3.2,74,490 years old,,Cambridge +13 more,51-200 Employees
9577,Merit Group,3.8,74,21 years old,,London +3 more,501-1k Employees
9578,KSB Tech,3.7,74,19 years old,,Pune +4 more,51-200 Employees
9579,Pan Seeds,3.7,74,49 years old,,Kolkata +20 more,201-500 Employees
9580,NMC Healthcare,3.5,74,50 years old,,Abu Dhabi +11 more,10k-50k Employees
9581,Schenck Rotec,4.5,74,29 years old,,Darmstadt +8 more,51-200 Employees
9582,Pacifica Companies,4.1,74,46 years old,,Ahmedabad +6 more,201-500 Employees
9583,Air Force School,4.0,74,69 years old,,Delhi/NCR +24 more,10k-50k Employees (Global)
9584,Gesco Healthcare,3.1,74,62 years old,,Chennai +9 more,501-1k Employees
9585,NTN NEI Manufacturing,4.0,74,Chennai +6 more,,,106 years old
9586,DSK Toyota,4.9,74,24 years old,,Pune +6 more,1k-5k Employees
9587,Eos,3.2,74,27 years old,,Thane +9 more,501-1k Employees
9588,Al Mulla Group,4.0,74,86 years old,,Kuwait City +8 more,10k-50k Employees (Global)
9589,Medispray Laboratories,3.8,74,,,,Goa +6 more
9590,Bse Institute,3.5,74,35 years old,,Mumbai +9 more,51-200 Employees
9591,Neotia Getwel Healthcare Centre,3.8,74,22 years old,,Siliguri +4 more,11-50 Employees
9592,Brightsun Travel,3.5,74,38 years old,,Gurgaon/Gurugram +3 more,11-50 Employees
9593,Logistics Service,4.1,74,,,,
9594,Automotive Industry,4.0,74,,,,Pune +35 more
9595,Syntel International,3.6,74,,,,
9596,Tci Freight,4.2,74,Public,Gurgaon +28 more,66 years old,201-500 Employees
9597,DM Wayanad Institute of Medical Sciences,3.7,74,14 years old,,Meppadi +2 more,1k-5k Employees
9598,SGD PHARMA,4.2,74,128 years old,,Puteaux +3 more,51-200 Employees
9599,Shivaami Cloud Services,3.9,74,20 years old,,Mumbai +3 more,51-200 Employees
9600,U N Mehta Institute of Cardiology & Research Centre,3.9,74,42 years old,,Ahmedabad,51-200 Employees
9601,AAK KAMANI,4.0,74,62 years old,,Mumbai +10 more,201-500 Employees
9602,Naaraayani Sons,3.6,74,Kolkata +13 more,,,19 years old
9603,FabCafe,4.0,74,7 years old,,New Delhi +14 more,51-200 Employees
9604,6Sense,3.8,74,Startup,San Francisco +1 more,11 years old,201-500 Employees
9605,Dormakaba India,4.2,74,27 years old,,Chennai +23 more,501-1k Employees
9606,Telligent (A Verint Company),3.1,74,20 years old,,Frisco +2 more,1-10 Employees
9607,Blackboard Education and Reseach Foundation,3.6,74,,,,Noida +2 more
9608,Gainwell CAT,4.3,74,Kolkata +20 more,,,501-1k Employees
9609,NEXA Service,3.9,74,,,,
9610,Hitachi MGRM Net,3.2,74,6 years old,,New Delhi +7 more,1k-5k Employees
9611,Globsyn-3rdLife,2.8,74,7 years old,,calcutta +1 more,1k-5k Employees
9612,Suven Pharma,4.5,74,Hyderabad/Secunderabad +3 more,,,501-1k Employees
9613,Yocket,3.9,74,Mumbai +3 more,,,201-500 Employees
9614,Sfc Solutions,3.9,74,,,,Bawal +13 more
9615,PEARCE SERVICES,3.4,74,,,,Mohali +6 more
9616,Ketsaal Retails,3.3,74,7 years old,,Noida +1 more,11-50 Employees
9617,Quotient Technology,4.3,74,Public,Salt Lake City +2 more,26 years old,201-500 Employees
9618,Jeena Sikho Lifecare,3.5,74,Zirakpur +19 more,,,1k-5k Employees
9619,IG Infotech India,3.7,74,20 years old,,London +3 more,201-500 Employees
9620,RFCL,3.4,74,9 years old,,Delhi +5 more,201-500 Employees
9621,Shyama Power India,3.9,74,Public,Gurugram +9 more,45 years old,1k-5k Employees
9622,Sanofi Pasteur,4.2,74,Paris +18 more,,,20 years old
9623,Aruba Networks,4.2,74,22 years old,,Santa Clara +2 more,501-1k Employees
9624,IMImobile,3.8,74,24 years old,,London +3 more,501-1k Employees
9625,NTT DATA FA Insurance Systems,3.9,74,43 years old,,Singapore +6 more,201-500 Employees
9626,Mediaocean,4.4,74,57 years old,,New York,201-500 Employees
9627,IG Infotech India,3.7,74,20 years old,,London +3 more,201-500 Employees
9628,Jeena Sikho Lifecare,3.5,74,Zirakpur +19 more,,,1k-5k Employees
9629,NEXA Service,3.9,74,,,,
9630,Ketsaal Retails,3.3,74,7 years old,,Noida +1 more,11-50 Employees
9631,Yocket,3.9,74,Mumbai +3 more,,,201-500 Employees
9632,PEARCE SERVICES,3.4,74,,,,Mohali +6 more
9633,Suven Pharma,4.5,74,Hyderabad/Secunderabad +3 more,,,501-1k Employees
9634,Neotia Getwel Healthcare Centre,3.8,74,22 years old,,Siliguri +4 more,11-50 Employees
9635,Quotient Technology,4.3,74,Public,Salt Lake City +2 more,26 years old,201-500 Employees
9636,Tatva Global School,4.9,74,Hyderabad/Secunderabad,,,51-200 Employees
9637,Indian Institute of Technology Madras,4.4,74,65 years old,,Chennai +2 more,501-1k Employees
9638,Sharayu Hyundai,4.8,74,37 years old,,Mumbai +4 more,51-200 Employees
9639,FabCafe,4.0,74,7 years old,,New Delhi +14 more,51-200 Employees
9640,Sfc Solutions,3.9,74,,,,Bawal +13 more
9641,Simple Energy,3.3,74,Startup,Bangalore +3 more,5 years old,201-500 Employees
9642,DWP Global,4.8,74,16 years old,,New Jersey +2 more,51-200 Employees
9643,Globsyn-3rdLife,2.8,74,7 years old,,calcutta +1 more,1k-5k Employees
9644,6Sense,3.8,74,Startup,San Francisco +1 more,11 years old,201-500 Employees
9645,Blackboard Education and Reseach Foundation,3.6,74,,,,Noida +2 more
9646,Telligent (A Verint Company),3.1,74,20 years old,,Frisco +2 more,1-10 Employees
9647,Ghantoot Gulf Contracting,4.2,74,,,,
9648,Dormakaba India,4.2,74,27 years old,,Chennai +23 more,501-1k Employees
9649,Gainwell CAT,4.3,74,Kolkata +20 more,,,501-1k Employees
9650,Relevantz Technology Services,3.9,74,49 years old,,USA,501-1k Employees
9651,SAT n paper,4.4,74,,,,
9652,Soroco,3.1,74,15 years old,,Boston +4 more,201-500 Employees
9653,Hitachi MGRM Net,3.2,74,6 years old,,New Delhi +7 more,1k-5k Employees
9654,Hubert Enviro Care Systems,3.1,74,27 years old,,Chennai +15 more,51-200 Employees
9655,Run Service Infocare,3.8,73,17 years old,,Chennai +15 more,51-200 Employees (Global)
9656,Pathways World School,4.5,73,21 years old,,Gurgaon/Gurugram +3 more,201-500 Employees (Global)
9657,Majestique Landmarks,3.8,73,17 years old,,Pune +2 more,51-200 Employees
9658,Excell Autovista,3.1,73,20 years old,,Mumbai +6 more,501-1k Employees
9659,Rapid Global Business Solutions,4.0,73,27 years old,,Troy +6 more,201-500 Employees
9660,Tynor Orthotics,3.6,73,31 years old,,Mohali +6 more,1k-5k Employees
9661,IT Convergence,3.5,73,14 years old,,Irving +3 more,501-1k Employees
9662,Al Ayuni Investment and Contracting,4.3,73,64 years old,,Riyadh  +5 more,1k-5k Employees
9663,Frog CellSat,4.4,73,31 years old,,Noida +9 more,201-500 Employees
9664,Mahaveer Group,2.8,73,26 years old,,Bengaluru +10 more,11-50 Employees
9665,Guardian Lifecare,4.2,73,21 years old,,Mumbai +13 more,201-500 Employees (Global)
9666,Ethos HR Management & Projects,4.0,73,22 years old,,Ahmedabad +21 more,11-50 Employees
9667,Plan International,3.9,73,45 years old,,Surrey +18 more,51-200 Employees
9668,Times Network,3.8,73,25 years old,,Mumbai +7 more,1k-5k Employees (Global)
9669,Oberoi Flight Services,3.6,73,90 years old,,New Delhi +6 more,501-1k Employees
9670,Essel Finance,4.0,73,12 years old,,Mumbai +20 more,501-1k Employees
9671,Sobha Projects and Trade,4.2,73,25 years old,,Bengaluru +9 more,1k-5k Employees
9672,Tata Interactive Systems,2.9,73,34 years old,,Mumbai +20 more,501-1k Employees
9673,Associated Power Structures,4.2,73,28 years old,,Vadodara +12 more,501-1k Employees
9674,Swarna Pragati Housing Microfinance,4.2,73,15 years old,,Nagpur +23 more,51-200 Employees
9675,Payworld,3.5,73,18 years old,,Gurgaon/Gurugram +16 more,201-500 Employees (Global)
9676,Smiths Detection,3.5,73,74 years old,,London +8 more,1k-5k Employees
9677,Institute of Liver & Biliary Sciences,4.2,73,15 years old,,New Delhi,201-500 Employees
9678,Ravi Infrabuild Projects,4.0,73,15 years old,,Udaipur +15 more,201-500 Employees
9679,XL Laboratories,3.9,73,23 years old,,New Delhi +4 more,51-200 Employees
9680,Lonsen Kiri Chemical Industries,4.0,73,26 years old,,Ahemdabad +3 more,201-500 Employees
9681,Karnataka Power Corporation,4.0,73,State,Bengaluru +9 more,54 years old,10k-50k Employees
9682,Sunrise Hospital,4.1,73,66 years old,,Delhi/NCR +24 more,201-500 Employees (Global)
9683,CRY - Child Rights and You,4.1,73,45 years old,,Mumbai +6 more,51-200 Employees
9684,Skilrock Technologies,4.1,73,17 years old,,Gurgaon/Gurugram +1 more,51-200 Employees
9685,India Healthcare Solutions,4.1,73,25 years old,,Chennai +5 more,1k-5k Employees (Global)
9686,Planet EDU,3.4,73,23 years old,,Gurgaon/Gurugram +14 more,51-200 Employees
9687,Systematix Infotech,3.7,73,19 years old,,Indore +2 more,201-500 Employees
9688,Divyasree Developers,4.3,73,20 years old,,Bangalore/Bengaluru +3 more,201-500 Employees
9689,Pune Institute of Business Management,3.3,73,17 years old,,Pune +7 more,201-500 Employees
9690,Bigtree Entertainment,4.2,73,25 years old,,Mumbai +7 more,201-500 Employees
9691,Getronics,3.9,73,137 years old,,Amsterdam +9 more,201-500 Employees
9692,Lexus Motors,3.6,73,33 years old,,Kolkata +8 more,501-1k Employees
9693,BASE Educational Services,4.1,73,33 years old,,Bangalore/Bengaluru +3 more,201-500 Employees
9694,Eidiko Systems Integrators,3.6,73,14 years old,,Hyderabad/Secunderabad +2 more,201-500 Employees
9695,Pravin Masalewale,4.3,73,62 years old,,Pune +15 more,501-1k Employees
9696,Centuary Fibre Plates,4.4,73,36 years old,,Hyderabad +16 more,51-200 Employees
9697,Prolific Systems & Technologies,4.2,73,27 years old,,Thane +15 more,51-200 Employees
9698,Vantage Integrated Security Solutions,3.4,73,34 years old,,West Midlands +12 more,51-200 Employees
9699,Signiwis Technologies,3.8,73,10 years old,,Bangalore/Bengaluru +1 more,51-200 Employees
9700,Codilar Technologies,4.2,73,9 years old,,Bangalore/Bengaluru +5 more,51-200 Employees
9701,Amol Pharmaceuticals,4.4,73,28 years old,,North Brunswick +2 more,51-200 Employees
9702,Zenith Precision,3.7,73,38 years old,,Bengaluru +2 more,51-200 Employees
9703,Access Infotech,4.1,73,29 years old,,Chandigarh +12 more,51-200 Employees
9704,H'Reck Engineers,4.2,73,45 years old,,Mumbai +5 more,1k-5k Employees
9705,Biltech Building Elements,3.7,73,31 years old,,New Delhi +13 more,201-500 Employees
9706,Winsome Textile Industries,4.3,73,Public,Chandigarh +6 more,34 years old,501-1k Employees
9707,Saya homes,3.3,73,24 years old,,Ghaziabad +3 more,201-500 Employees
9708,Escorts Railway Equipment Division,3.7,73,Faridabad +2 more,,,62 years old
9709,TekisHub Consulting Services,4.2,73,Hyderabad/Secunderabad +10 more,,,201-500 Employees
